Bank ID,Bank Name,Bank Code,IMPS Status,NEFT Status,Verification Status,IFSC Status,Static IFSC
301,Equitas Small Finance Bank,ESFB,Enabled,Enabled,on,Required,NULL
302,Noble Co-Op Bank,NCBL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00NOBCL
303,Jalaun District Co-Op Bank,JDCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,UPCB00JDCBL
304,Vaidyanath Urban Co-Op Bank,VUCB,Disabled,Enabled,off,Required,NULL
305,Sapthagiri Grameena Bank,SGCB,Enabled,Enabled,off,Static IFSC works for IMPS and NEFT,IDIB0SGB001
306,Ambarnath Jai Hind Co-Op Bank,AJHB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00AJHCB
307,Seva Vikas Co-Op Bank,SVBL,Disabled,Enabled,off,Required,NULL
308,Pachora Peoples Co-Op Bank,PPCB,Disabled,Enabled,off,Required,NULL
309,India Post Payment Bank,IPOS,Enabled,Enabled,on,Required,null
310,Bombay Mercantile Co-Op Bank,BMCL,Enabled,Enabled,on,Required,NULL
311,Malda District Central Co-Op Bank,MDCB,Disabled,Enabled,off,Required,NULL
312,Ujjivan Small Finance Bank,UJVN,Enabled,Enabled,on,Required,NULL
313,Jamia Co-Op Bank,JCBL,Enabled,Enabled,on,Required,NULL
314,Integral Urban Co-Op Bank,IUCB,Enabled,Enabled,off,Required,NULL
315,ESAF Small Finance Bank,ESMF,Enabled,Enabled,on,Required,NULL
316,Mogaveera Co-Op Bank,MGCB,Disabled,Enabled,off,Required,NULL
317,Akhand Anand Co-Op Bank,AACB,Enabled,Enabled,on,Required,NULL
318,Sardar Bhiladwala Pardi Peoples Co-Op Bank,SBPP,Enabled,Enabled,on,Required,NULL
319,Manvi Pattana Souharda Sahakari Bank,MPSS,Enabled,Enabled,on,Required,NULL
320,Shree Sharada Sahakari Bank,SSSB,Enabled,Enabled,on,Required,NULL
321,Aircel Smart Money,ASML,Enabled,Enabled,on,Required,NULL
322,Mumbai District Central Co-Op Bank,DCCL,Enabled,Enabled,off,Required,NULL
323,The Thane District Central Co-Op Bank,TCCB,Disabled,Enabled,off,Required,NULL
324,Zoroastrian Co-Op Bank,ZCBL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ZCBL0000002
325,Saurashtra Co-Op Bank,SSCB,Enabled,Enabled,off,Required,NULL
326,Kurmanchal Nagar Sahkari Bank,KNSB,Enabled,Enabled,on,Required,KNSB0000001
327,Suryoday Small Finance Bank,SURY,Enabled,Enabled,on,Required,NULL
328,Akola Janata Commercial Co-Op Bank,AKJB,Enabled,Enabled,on,Required,NULL
329,Sahebrao Deshmukh Co-Op Bank,SAHE,Disabled,Enabled,off,Required,NULL
330,Shri Chhatrapati Rajarshi Shahu Urban Co-Op Bank,CRUB,Disabled,Enabled,off,Required,NULL
331,Akola District Central Co-Op Bank,ADCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ADCC0000000
332,Hindusthan Co-Op Bank,THCB,Enabled,Enabled,off,Required,NULL
333,Sadhana Sahakari Bank,SSBL,Enabled,Enabled,on,Required,NULL
334,Sabarkantha District Central Co-Op Bank,SDCC,Enabled,Enabled,on,Required,NULL
335,Sharad Sahakari Bank Manchar,SSBM,Disabled,Enabled,off,Required,NULL
336,Udaipur Urban Co-Op Bank,UUCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,UUCB0000001
337,Vikas Souharda Co-Op Bank,VSCB,Enabled,Enabled,on,Required,NULL
338,Priyadarshani Nagari Sahakari Bank,PNSL,Enabled,Enabled,on,Required,NULL
339,Kaira District Central Co-Op Bank,KAIB,Enabled,Enabled,off,Static IFSC works for IMPS and NEFT,ICIC00KAIRA
340,Murshidabad District Central Co-Op Bank,MCCB,Disabled,Enabled,off,Required,NULL
341,Kottayam Co-Op Urban Bank,KCUB,Enabled,Enabled,on,Required,NULL
342,Panipat Urban Co-Op Bank,PUCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0PUCB01
343,Telangana State Co-Op Apex Bank,TSAB,Enabled,Enabled,on,Required,NULL
344,Assam Co-Op Apex Bank,ACAB,Disabled,Enabled,off,Required,NULL
346,Surat National Co-Op Bank,SUNB,Enabled,Enabled,on,Required,NULL
347,FINO Payments Bank,FINO,Enabled,Enabled,off,Required,NULL
348,Narmada Malwa Gramin Bank,MRGB,Disabled,Enabled,off,Required,NULL
349,Markandey Nagari Sahakari Bank,MSBL,Disabled,Enabled,off,Required,NULL
350,Bijnor Urban Co-Op Bank,BCBL,Enabled,Enabled,off,Required,NULL
351,Adarsh Mahila Mercantile Co-Op Bank,AMMC,Disabled,Enabled,off,Required,NULL
352,Adarsh Co-Op Bank Rajasthan,ACBR,Enabled,Enabled,on,Required,NULL
353,The Baramati Sahakari Bank Ltd,BARA,Enabled,Enabled,on,Required,NULL
354,Jalna Merchant Co-Op Bank,JMBL,Enabled,Enabled,on,Required,NULL
355,Kanaka Mahalakshmi Co-Op Bank,KMCB,Enabled,Enabled,on,Required,NULL
356,Lokmangal Co-Op Bank,LCBL,Enabled,Enabled,on,Required,NULL
357,Odisha State Co-Op Bank,ORCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0000001
358,Prime Co-Op Bank Ltd,PMEC,Enabled,Enabled,on,Required,NULL
359,Solapur Janata Sahakari Bank,SJSB,Disabled,Enabled,off,Required,NULL
360,Raigad District Central Co-Op Bank,TRDC,Enabled,Enabled,on,Required,NULL
361,Sangli District Central Co-Op Bank,ISDC,Disabled,Enabled,off,Required,NULL
362,Urban Co-Op Bank Siddharthanagar,UCBS,Enabled,Enabled,on,Required,NULL
363,Zila Sahakari Bank Lucknow,ZSBL,Enabled,Enabled,off,Required,NULL
364,AU Small Finance Bank,AUBL,Enabled,Enabled,on,Required,NULL
365,District Co-Op Bank Agra,AGCB,Disabled,Enabled,off,Required,NULL
366,Janata Sahakari Bank Osmanabad,OJSB,Disabled,Enabled,off,Required,NULL
367,Rajarshi Shahu Sah Bank Pune,CRBL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,RSSB0000001
368,Sant Sopankaka Sahakari Bank Saswad,SANT,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,SANT0000002
369,Deccan Merchants Co-Op Bank,DMCB,Disabled,Enabled,off,Required,NULL
370,Nanded Disctrict Central Co-Op Bank,NDCB,Disabled,Enabled,off,Required,NULL
371,Bhagalpur Central Co-Op Bank,BCCB,Disabled,Enabled,off,Required,NULL
372,Almora Urban Co-Op Bank,AUCB,Disabled,Enabled,off,Required,NULL
373,Zila Sahakari Bank Haridwar,ZSBH,Enabled,Enabled,off,Required,NULL
374,Etah District Co-Op bank,EDCB,Disabled,Enabled,off,Required,NULL
375,Andhra Pradesh State Co-Op Bank,APBL,Enabled,Enabled,on,Required,NULL
376,Jharkhand State Co-Op Bank,JSCB,Disabled,Enabled,off,Required,NULL
377,Sangamner Merchant Co-Op Bank,TSMC,Enabled,Enabled,off,Required,NULL
378,The Satara District Central Co-Op Bank Ltd,SDCE,Disabled,Enabled,off,Static IFSC works for IMPS and NEFT,SDCE0000001
379,Pune District Central Co-Op Bank,PDCC,Enabled,Enabled,on,Required,NULL
380,The Khamgaon Urban Co-Op Bank Ltd,KUCC,Enabled,Enabled,off,Required,NULL
381,Chartered Sahakari Bank Niyamitha,CSBN,Enabled,Enabled,off,Required,NULL
382,The Gandhinagar Urban Co-Op Bank Ltd,TGUC,Disabled,Enabled,off,Required,NULL
383,Valsad District Central Co-Op Bank Ltd,VDCC,Enabled,Enabled,off,Required,NULL
384,Jijamata Mahila Sah Bank Ltd Pune,CJMS,Enabled,Enabled,off,Required,NULL
385,Capital Small Finance Bank,CLBL,Enabled,Enabled,on,Required,NULL
386,The Muslim Co-Op Bank Ltd,TMCO,Enabled,Enabled,on,Required,NULL
387,The Gandhinagar Nagrik Co-Op Bank Ltd,TGNC,Enabled,Enabled,on,Required,NULL
388,The Rajasthan State Co-Op Bank Ltd,RSCB,Enabled,Enabled,off,Required,NULL
389,Ratnagiri District Central Co-Op Bank Ltd,RDCC,Disabled,Enabled,off,Required,NULL
390,Jila Sahakari Kendriya Bank Khandwa,MPDC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,CBIN0MPDCAR
391,Jila Sahakari Kendriya Bank Maryadit Rajnandgaon,SJSD,Disabled,Enabled,off,Required,NULL
392,Kokan Mercantile Co-Op Bank Ltd,KKCB,Disabled,Enabled,off,Required,NULL
393,Annasaheb Savant Co-Op Urban Bank,AHAD,Disabled,Enabled,off,Required,NULL
394,Prerana Co-Op Bank Ltd,PCBL,Enabled,Enabled,on,Required,NULL
395,The Chembur Nagarik Sahakari Bank Ltd,CNSB,Enabled,Enabled,on,Required,NULL
396,The Bhagyodaya Co-Op Bank Ltd,TBCB,Enabled,Enabled,on,Required,NULL
397,Saibaba Nagari Sahakari Bank Ltd,SSNS,Enabled,Enabled,off,Static IFSC works for IMPS and NEFT,UTIB0SSNS01
398,Central Madhya Pradesh Gramin Bank,CMPG,Disabled,Enabled,off,Required,NULL
399,Jio Payments Bank Ltd,JIOP,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,JIOP0000001
400,The Co-Op Bank Of Rajkot Ltd,CBOR,Enabled,Enabled,off,Required,NULL
401,Vijay Commercial Co-Op Bank,VCCB,Enabled,Enabled,off,Static IFSC works for IMPS and NEFT,KKBK0VCCB01
402,Samarth Sahakari Bank Ltd,SMRT,Enabled,Enabled,off,Required,NULL
403,Khalilabad Nagar Sah Bank Semariawa,KHBK,Disabled,Enabled,off,Required,NULL
404,Zila Sahakari Bank Ltd Rampur,RAMP,Enabled,Enabled,on,Required,NULL
405,Zila Sahakari Bank Ltd Moradabad,MORD,Disabled,Enabled,off,Required,NULL
406,Narmada Jhabua Gramin Bank,NJGB,Disabled,Enabled,off,Required,NULL
407,Home Credit Finance Bank,HCFB,Enabled,Enabled,off,Required,NULL
408,DCB Bank,DCBB,Enabled,Enabled,on,Required,NULL
409,Bajaj Finance Bank,BFBB,Enabled,Enabled,off,Required,NULL
410,Rae Bareli District Co-Op Bank Ltd,RBDC,Enabled,Enabled,off,Required,NULL
411,Karnala Nagari Sahakari Bank,KNBB,Enabled,Enabled,off,Required,NULL
412,Meghalaya Co-Op Apex Bank,MCAB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,NULL
413,Bharuch District Central Co-Op Bank Ltd,BDCC,Enabled,Enabled,off,Required,NULL
414,Gopinath Patil Parsik Janata Sahakari Bank Ltd,GPPJ,Enabled,Enabled,off,Required,NULL
416,Aditya Birla Idea Payments Bank,ABPB,Enabled,Enabled,on,Required,NULL
417,Indrayani Co-Op Bank Ltd,ICBL,Enabled,Enabled,off,Static IFSC works for IMPS and NEFT,ICIC00ICBLP
418,Contai Co-Op Bank Ltd,CBLT,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00CCBLT
419,The Punjab State Co-Op Bank,PSCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,UTIB0PSCB01
420,Kolhapur Mahila Sahakari Bank Ltd,CKMB,Enabled,Enabled,on,Required,NULL
421,The Chandigarh State Co-Op Bank Ltd,CSCB,Enabled,Enabled,off,Required,NULL
422,The Villupuram District Central Co-Op Bank Ltd,VDCB,Disabled,Enabled,off,Required,NULL
423,Uttar Pradesh State Co-Op Bank Ltd,UPCB,Enabled,Enabled,off,Static IFSC works for IMPS and NEFT,UPCB0000001
424,The Ajara Urban Co-Op Bank Ltd,AUBB,Enabled,Enabled,off,Required,AJAR0000001
426,Samata Co-Op Development Bank,SAMA,Disabled,Enabled,off,Required,NULL
427,Bhagini Nivedita Sahakari Bank Ltd,NBNK,Enabled,Enabled,off,Static IFSC works for IMPS and NEFT,BNSB0000002
428,Model Co-Op Bank Ltd,MDBK,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,NULL
429,The Satara Sahakari Bank Ltd,TSSB,Enabled,Enabled,off,Required,NULL
430,The Mehsana Nagrik Sahakari Bank Ltd,MNSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0443MNB
431,Tehri Garhwal Zila Sahakari Bank Ltd,TGZS,Enabled,Enabled,on,Required,NULL
432,Utkarsh Small Finance Bank,UTKS,Enabled,Enabled,on,Required,NULL
433,Shivajirao Bhosale Sahakari Bank Ltd,NULL,Disabled,Enabled,off,Required,NULL
435,Shahjahanpur District Central Co-Op Bank Ltd,SDDB,Disabled,Enabled,off,Required,NULL
436,The Kolhapur Urban Co-Op Bank Ltd Kolhapur,KUBL,Enabled,Enabled,on,Required,NULL
437,Uttar Daudpur Samabay Krishi Unnayan Samity Ltd,UDSK,Disabled,Enabled,off,Required,NULL
438,Durgapur Steel Peoples Co-Op Bank Ltd,DURG,Enabled,Enabled,on,Required,NULL
439,The Sitamarhi Central Co-Op Bank,ISCB,Disabled,Enabled,off,Required,NULL
440,Shree Kadi Nagarik Sahakari Bank Ltd,KNBL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0KNB006
441,The Ahmednagar District Central Co-Op Bank Ltd,ACCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00ADCCB
442,Sardargunj Mercantile Co-Op Bank Ltd,SSMC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,UTIB0SSMC01
443,Himatnagar Nagrik Sahakari Bank Ltd,HNSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0218HNS
444,Pali Urban Co-Op Bank Ltd,CPUB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CPUB03
445,Janata Sahakari Bank Ltd Ajara,LJSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0116JSB
446,"Dr.Appashab urf Sa.Re.Patil Jasingpur Udgaon Sahakari Bank Ltd,Jaysingpur",JUSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00JUSBL
447,The Ranuj Nagrik Sahakari Bank Ltd,RANU,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CRANUJ
448,Sandur Pattana Souharda Sahakari Bank Ltd,SPSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0776SPS
449,Nirmal Urban Co-Op Bank Nagpur,CNBL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CNB311
450,The Mangalore Catholic Co-Op Bank Ltd,TMCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0078MCC
451,Peoples Urban Co-Op Bank Ltd,TPCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0341PUB
452,Kheda Peoples Co-Op Bank Ltd,TPCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC0002020
453,Bhadradri Co-Op Urban Bank Ltd,BCUB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,SRCB0BCB808
454,The Manipur State Co-Op Bank,MSCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0MSCB01
455,The Financial Co-Op Bank Ltd,FSCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0FINCO2
456,The Kodungallur Town Co-Op Bank Ltd,KTCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0269KTC
457,Shree Panchganga Nagari Sahakari Bank,SPNB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0464PNS
458,Malviya Urban Co-Op Bank Ltd,MUCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CMUCBL
459,Nilambur Urban Co-Op Bank Ltd,MUCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,FDRL0NCUB01
460,Saraspur Nagrik Sahakari Bank,SCNB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,GSCB0USNCBL
461,Patan Nagarik Sahakari Bank Ltd,UPAT,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,GSCB0UPATAN
462,The Mehsana District Central Co-Op Bank Ltd,MSNB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,GSCB0MSN001
463,Khagaria District Central Co-Op Bank Ltd,KDCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL01077KD
464,The Yavatmal Urban Co-Op Bank Ltd,YUCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0041Y01
465,The Aurangabad District Central Co-Op Bank Ltd,ACBL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL01192AC
466,The Rohika Central Co-Op Bank Ltd Madhubani,RCCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL01066RC
467,Uttrakhand Co-Op Bank Ltd,UCOB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CUCOBL
468,Khattri Co-Op Urban Bank Ltd,BKCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0KCUB01
469,The Surat Mercantile Co-Op Bank Ltd,SMBC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0SMCB05
470,Chittorgarh Urban Co-Op Bank Ltd,CCUC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CCUCBL
471,The Kanara District Central Co-Op Bank Ltd Sirsi,KDCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,KSCB0016001
472,The Karnavati Co-Op Bank Ltd,TKCB,Disabled,Enabled,off,Required,NULL
473,The Washim Urban Co-Op Bank Ltd Washim,WUCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CWUCBL
474,Sarvodaya Sahakari Bank Ltd,SSBH,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0SSBL01
475,Ambajogai Peoples Co-Op Bank Ltd,CAPC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CAPCBL
476,Manjeri Co-Op Urban Bank Ltd,MCUB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00MCUBL
477,Mansing Co-Op Bank Ltd Dudhondi,CMCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CMCBLD
478,Shri Adinath Co-Op Bank Ltd,SACB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CSACBL
479,The Commercial Co-Op Bank Ltd Kolhapur,CCBK,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CTCCBK
480,The Vijay Co-Op Bank Ltd,VCBL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CTVCBL
481,Veraval Mercantile Co-Op Bank,VMCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CVMCBA
482,The Baroda City Co-Op Bank Ltd,BCOB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,KKBK0BCCB04
483,Shri Janata Sahakari Bank Ltd Halol,USJB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,GSCB0USJSBL
484,The Bhavana Rishi Co-Op Urban Bank Ltd,BRCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0BRCB01
485,Adarsh Mahila Nagari Sahakari Bank Ltd Aurangabad,AMSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0AMSB01
486,Associate Co-Op Bank Ltd,ASCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,GSCB0ASCB02
487,Uttarkashi Zila Sahakari Bank Ltd,DCBU,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0DCBU01
488,Sampada Sahakari Bank Ltd,SBSL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0459SBS
489,The Ottapalam Co-Op Urban Bank Ltd,OCBL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0763OCB
490,The Nawanagar Co-Op Bank,NCOB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0427NCB
491,The Deola Merchant Co-Op Bank Ltd,DMOB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0157001
492,Madhya Pradesh Rajya Sahakari Bank Maryadit,MPAB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,CBIN0MPABAA
493,Aman Sahakari Bank Ltd Ichalkaranji,ASMB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00AMSBL
494,The Manmandir Co-Op Bank Ltd Vita,MMCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00MMCBL
495,Balotra Urban Co-Op Bank Ltd,BALU,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00BALUC
496,Rajkot District Central Co-Op Bank,RDCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,GSCB0RJT001
497,Bhatpara Naihati Co-Op Bank Ltd,BUCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,WBSC0BUCB01
498,Wai Urban Co-Op Bank Ltd,WUBL,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,SVCB0016101
499,Navi Mumbai Co-Op Bank Ltd,NMCL,Enabled,Enabled,off,Required,NULL
500,Sudha Co-Op Urban Bank Ltd,SCUB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CSUCUB
501,Angul Central Co-Op Bank Ltd,YEAC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0ANG001
502,Balasore Bhadrak Central Co-Op Bank,BBCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0BLS001
503,Banki Central Co-Op Bank Ltd,BCYS,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0BNK001
504,Berhampore Central Co-Op Bank Ltd,IBBC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0BER001
505,Bhawanipatna Central Co-Op Bank Ltd,ICBC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0BWP001
506,Bolangir Central Co-Op Bank Ltd,YSBC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0BLR001
507,Boudh Central Co-Op Bank Ltd,YSBB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0BOU001
508,Cuttack Central Co-Op Bank Ltd,CCCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0CTC001
509,Khordha Central Co-Op Bank Ltd,KCCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0KHU001
510,Mayurbhanj Central Co-Op Bank Ltd,MCCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0MYB001
511,Nayagarh Central Co-Op Bank Ltd,NCCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0NGR001
512,Sambalpur Central Co-Op Bank Ltd,SCYS,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0SBP001
513,Samruddhi Co-Op Bank Ltd,SSBB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0041SCB
514,The District Co-Op Bank Ltd,TDCC,Disabled,Enabled,off,Required,NULL
515,Sundargarh Central Co-Op Bank Ltd,SCBB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0SUN001
516,United Puri Nimapara Central Co-Op Bank,UPNC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ORCB0UPN001
517,Abhinandan Urban Co-Op Bank Ltd,AUUB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CMAN01
518,Bhilwara Urban Co-Op Bank Ltd,BUCN,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CBHLUB
519,Sumerpur Merchantile Urban Co-Op Bank Ltd,SMUC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CS1812
520,The Eenadu Co-Op Urban Bank Ltd,ECUB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CEENAD
521,M S Co-Op Bank Ltd,MSSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IBKL0553MSC
522,Sterling Urban Co-Op Bank Ltd,SUCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CSTUCB
523,Vallabh Vidyanagar Commercial Co-Op Bank Ltd,VVCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CVVCCB
524,Godavari Urban Co-Op Bank Ltd Vazirabad,GUCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0GUCB01
525,Baroda Central Co-Op Bank,BCCC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,GSCB0BRD001
526,Darussalam Co-Op Urban Bank Ltd,DCUB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CDUCBL
527,Shree Warana Sahakari Bank Ltd,SWSS,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CSWSBL
528,The Panchsheel Mercantile Co-Op Bank Ltd,TPMB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0PMCB02
529,Unjha Nagarik Sahakari Bank Ltd,UNSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,GSCB0UUNJBL
530,Adar P D Patil Sahakari Bank,APDB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CPDPBK
531,C G Rajya Sahakari Bank Maryadit Raipur,CGSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,CBIN0CGDCBN
532,Samata Sahakari Bank Ltd,SSBC,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,SRCB0SAM001
533,Mahesh Sahakari Bank Pune,MSBP,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,SRCB0MSBLPN
534,The Madanapalle Co-Op Town Bank Ltd,MCTB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CMPLTB
535,Shrimant Malojiraje Sahakari Bank Ltd,SMSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00SMSBL
536,Deendayal Nagari Sahakari Bank Ltd,DNBB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00DDNSB
537,District Co-Op Bank Ltd Dehradun,DCOB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,YESB0DZSB01
538,The Urban Co-Op Bank Ltd Dharangaon,UCBD,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00TUCBD
539,Lakhimpur Urban Co-Op Bank Ltd,LCUB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,ICIC00LKUCB
540,Sundarlal Sawaji Urban Co-Op Bank Ltd,SSCU,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,SRCB0SSB001
541,Manorma Co-Op Bank Ltd Solapur,MCBB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CMANCB
542,Junagadh Commercial Co-Op Bank Ltd,JCCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,HDFC0CJCCBL
543,Fincare Small Finance Bank Ltd,FSFB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,FSFB0000000
544,Idukki District Co-Op Bank Ltd,IDUK,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,IDUK0000000
545,Jalgaon Janata Sahakari Bank Ltd,JJSB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,JJSB0000000
546,Janaseva Sahakari Bank Borivali Ltd,JASB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,JASB0000000
547,Textile Traders Co-Op Bank Ltd,TTCB,Enabled,Enabled,on,Static IFSC works for IMPS and NEFT,TTCB0000000
548,Pragati Sahakari Bank Ltd,PSBB,Enabled,Enabled,on,Required,NULL
